KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
19160995,QUEENS,11377,06/10/2019,06/12/2019,3,0.322
19160957,QUEENS,11432,06/12/2019,06/13/2019,6,0.198
19161045,QUEENS,11378,06/12/2019,06/13/2019,6,0.093
19160998,QUEENS,11358,06/10/2019,06/13/2019,10,0.228
19160812,QUEENS,11432,06/12/2019,06/13/2019,1,0.128
19161201,QUEENS,11354,06/12/2019,06/13/2019,11,0.099
19160746,QUEENS,11378,06/12/2019,06/13/2019,4,0.148
19161046,QUEENS,11385,06/11/2019,06/13/2019,5,0.052
19160853,QUEENS,11375,06/12/2019,06/13/2019,10,0.137
19161199,QUEENS,11379,06/09/2019,06/13/2019,2,0.046
19160944,QUEENS,11373,06/09/2019,06/13/2019,59,0.362
19161001,QUEENS,11419,06/09/2019,06/13/2019,0,0.105
19161203,QUEENS,11375,06/12/2019,06/13/2019,4,0.133
19160904,QUEENS,11415,06/12/2019,06/13/2019,0,0.027
19161097,QUEENS,11357,06/11/2019,06/13/2019,6,0.126
19160919,QUEENS,11432,06/14/2019,06/17/2019,0,0.145
19160959,QUEENS,11412,06/13/2019,06/17/2019,4,0.225
19160744,QUEENS,11377,06/13/2019,06/17/2019,3,0.099
19161102,QUEENS,11418,06/14/2019,06/17/2019,0,0.008
19160909,QUEENS,11104,06/11/2019,06/17/2019,8,0.136
19161023,QUEENS,11354,06/11/2019,06/17/2019,4,0.148
19160755,QUEENS,11361,06/13/2019,06/17/2019,0,0.153
19161098,QUEENS,11358,06/13/2019,06/17/2019,6,0.184
19161051,QUEENS,11105,06/14/2019,06/17/2019,7,0.088
19161106,QUEENS,11374,06/13/2019,06/17/2019,6,0.109
19161211,QUEENS,11691,06/13/2019,06/17/2019,0,0.121
19161207,QUEENS,11362,06/12/2019,06/17/2019,6,0.177
19160809,QUEENS,11427,06/14/2019,06/17/2019,5,0.116
19161055,QUEENS,11691,06/13/2019,06/17/2019,0,0.276
19161197,QUEENS,11432,06/13/2019,06/17/2019,3,0.171
19160808,QUEENS,11364,06/11/2019,06/17/2019,0,0.203
19160805,QUEENS,11358,06/14/2019,06/17/2019,4,0.185
19161052,QUEENS,11435,06/14/2019,06/17/2019,1,0.12
19160800,QUEENS,11103,06/15/2019,06/19/2019,2,0.129
19161149,QUEENS,11358,06/15/2019,06/19/2019,6,0.12
19160956,QUEENS,11412,06/12/2019,06/19/2019,8,0.358
19160817,QUEENS,11385,06/15/2019,06/19/2019,7,0.124
19161091,QUEENS,11379,06/16/2019,06/19/2019,6,0.147
19161217,QUEENS,11385,06/14/2019,06/19/2019,1,0.13
19161060,QUEENS,11693,06/14/2019,06/19/2019,0,0.209
19161112,QUEENS,11420,06/18/2019,06/19/2019,4,0.146
19160865,QUEENS,11420,06/17/2019,06/19/2019,1,0.101
19161007,QUEENS,11418,06/18/2019,06/19/2019,21,0.096
19160864,QUEENS,11420,06/18/2019,06/20/2019,2,0.159
19160903,QUEENS,11432,06/19/2019,06/21/2019,2,0.056
19160858,QUEENS,11434,06/17/2019,06/21/2019,0,0.093
19161169,QUEENS,11356,06/18/2019,06/21/2019,4,0.134
19160907,QUEENS,11433,06/19/2019,06/21/2019,0,0.17
19160749,QUEENS,11385,06/19/2019,06/24/2019,10,0.157
19160747,QUEENS,11375,06/21/2019,06/24/2019,0,0.032
19160962,QUEENS,11691,06/16/2019,06/24/2019,0,0.153
19160854,QUEENS,11354,06/19/2019,06/24/2019,3,0.152
19160815,QUEENS,11691,06/11/2019,06/24/2019,0,0.096
19161013,QUEENS,11358,06/22/2019,06/25/2019,2,0.197
19161101,QUEENS,11358,06/23/2019,06/25/2019,7,0.129
19161166,QUEENS,11417,06/19/2019,06/25/2019,2,0.112
19161158,QUEENS,11354,06/24/2019,06/25/2019,1,0.18
19161015,QUEENS,11358,06/22/2019,06/25/2019,2,0.112
19160753,QUEENS,11358,06/23/2019,06/25/2019,2,0.105
19160952,QUEENS,11379,06/11/2019,06/25/2019,6,0.222
19161113,QUEENS,11434,06/22/2019,06/27/2019,29,0.188
19160951,QUEENS,11361,06/22/2019,06/27/2019,2,0.392
19161108,QUEENS,11413,06/24/2019,06/27/2019,0,0.102
19161024,QUEENS,11694,06/24/2019,07/01/2019,2,0.148
19160996,QUEENS,11354,06/27/2019,07/01/2019,28,0.137
19161191,QUEENS,11378,06/28/2019,07/01/2019,2,0.16
19160900,QUEENS,11379,06/27/2019,07/01/2019,12,0.137
19160859,QUEENS,11412,06/28/2019,07/02/2019,2,0.031
19161148,QUEENS,11361,06/30/2019,07/02/2019,2,0.135
19160816,QUEENS,11691,07/02/2019,07/03/2019,0,0.092
19161000,QUEENS,11001,07/03/2019,07/05/2019,2,0.147
19161167,QUEENS,11365,06/30/2019,07/05/2019,0,0.275
19161105,QUEENS,11415,07/01/2019,07/05/2019,0,0.055
19160813,QUEENS,11412,06/30/2019,07/05/2019,2,0.14
19161154,QUEENS,11417,07/02/2019,07/09/2019,3,0.098
19161297,QUEENS,11691,07/04/2019,07/09/2019,2,0.182
19160947,QUEENS,11385,06/29/2019,07/09/2019,4,0.101
19160742,QUEENS,11415,07/06/2019,07/10/2019,2,0.186
19160898,QUEENS,11354,07/10/2019,07/10/2019,4,0.182
19160899,QUEENS,11358,07/06/2019,07/10/2019,27,0.11
19160860,QUEENS,11361,07/07/2019,07/10/2019,4,0.093
19160997,QUEENS,11357,07/05/2019,07/10/2019,5,0.172
19160756,QUEENS,11361,07/07/2019,07/11/2019,0,0.141
19160847,QUEENS,11379,07/08/2019,07/11/2019,8,0.121
19161153,QUEENS,11377,07/04/2019,07/11/2019,6,0.142
19160814,QUEENS,11414,07/10/2019,07/15/2019,0,0.149
19160906,QUEENS,11361,07/12/2019,07/17/2019,2,0.114
19161200,QUEENS,11385,07/15/2019,07/17/2019,7,0.019
19160807,QUEENS,11361,07/11/2019,07/17/2019,9,0.143
19161202,QUEENS,11368,07/15/2019,07/17/2019,5,0.043
19161077,QUEENS,11374,07/15/2019,07/22/2019,4,0.108
19161099,QUEENS,11372,07/14/2019,07/23/2019,10,0.186
19161095,QUEENS,11385,07/11/2019,07/24/2019,1,0.097
19161104,QUEENS,11375,07/19/2019,07/24/2019,5,0.114
19160806,QUEENS,11358,07/21/2019,07/24/2019,17,0.042
19160763,QUEENS,11420,07/23/2019,07/25/2019,2,0.115
19161206,QUEENS,11361,07/28/2019,07/31/2019,15,0.092
19160803,QUEENS,11385,07/23/2019,07/31/2019,11,0.025
19160993,QUEENS,11106,07/30/2019,08/01/2019,6,0.084
19160851,QUEENS,11375,07/29/2019,08/01/2019,12,0.14
19160801,QUEENS,11375,08/01/2019,08/02/2019,11,0.057
19161228,QUEENS,11417,08/03/2019,08/06/2019,3,0.105
19160804,QUEENS,11354,08/03/2019,08/06/2019,6,0.106
19161147,QUEENS,11358,08/09/2019,08/09/2019,39,0.121
19160799,QUEENS,11101,08/01/2019,08/09/2019,1,0.164
19161152,QUEENS,11364,08/09/2019,08/14/2019,3,0.125
19161214,QUEENS,11358,08/08/2019,08/14/2019,5,0.307
19161047,QUEENS,11379,08/10/2019,08/14/2019,2,0.18
19160960,QUEENS,11413,08/12/2019,08/14/2019,0,0.082
19160948,QUEENS,11358,08/12/2019,08/15/2019,5,0.13
19160741,QUEENS,11101,08/16/2019,08/19/2019,5,0.158
19160950,QUEENS,11432,08/19/2019,08/22/2019,2,0.142
19160920,QUEENS,11375,08/13/2019,08/22/2019,4,0.169
19161048,QUEENS,11372,08/14/2019,08/22/2019,4,0.08
19160754,QUEENS,11360,08/17/2019,08/22/2019,3,0.091
19161107,QUEENS,11415,08/20/2019,08/22/2019,380,0.18
19161216,QUEENS,11358,08/17/2019,08/22/2019,4,0.152
19160802,QUEENS,11378,09/05/2019,09/12/2019,1,0.38
19160856,QUEENS,11427,09/15/2019,09/18/2019,19,0.191
19161103,QUEENS,11432,09/23/2019,09/30/2019,0,0.073
19160917,QUEENS,11434,09/26/2019,09/30/2019,3,0.042
19161100,QUEENS,11374,09/24/2019,09/30/2019,10,0.092
19160750,QUEENS,11385,09/24/2019,09/30/2019,4,0.021
19160759,QUEENS,11412,09/23/2019,10/01/2019,2,0.068
1410035,Queens,11435,06/23/2014,06/25/2014,2,0.074
15123248,Queens,11435,06/08/2015,06/18/2015,3,0.157
16129265,Queens,11435,06/08/2016,06/09/2016,3,0.137
17141786,Queens,11435,06/08/2017,06/09/2017,4,0.164
17141943,QUEENS,11691,06/09/2017,06/12/2017,1,0.229
15123493,QUEENS,11427,06/04/2015,06/09/2015,5,0.121
16129492,QUEENS,11427,06/17/2016,06/20/2016,4,0.11
16129619,QUEENS,11427,07/11/2016,07/12/2016,8,0.15
17141993,QUEENS,11427,06/08/2017,06/09/2017,5,0.13
17142113,QUEENS,11427,08/14/2017,08/16/2017,117,0.357
16129710,QUEENS,11374,06/13/2016,06/17/2016,7,0.125
16129674,QUEENS,11374,09/30/2016,10/04/2016,4,0.024
17142201,QUEENS,11374,06/11/2017,06/13/2017,8,0.146
17142311,QUEENS,11374,06/26/2017,06/28/2017,7,0.06
17142166,QUEENS,11374,07/02/2017,07/07/2017,5,0.03
1410058,QUEENS,11418,06/20/2014,06/25/2014,2,0.014
15123267,QUEENS,11418,06/05/2015,06/09/2015,2,0.009
15123427,QUEENS,11418,06/09/2015,06/12/2015,1,0.287
16129605,QUEENS,11418,06/05/2016,06/13/2016,16,0.217
16129279,QUEENS,11418,06/06/2016,06/09/2016,0,0.01
16129424,QUEENS,11418,06/23/2016,06/28/2016,0,0.117
17142321,QUEENS,11418,06/08/2017,06/09/2017,3,0.07
17142099,QUEENS,11418,06/12/2017,06/15/2017,1,0.306
17141800,QUEENS,11418,06/13/2017,06/14/2017,2,0.011
17141932,QUEENS,11418,06/23/2017,06/27/2017,0,0.242
1410092,QUEENS,11385,06/07/2014,06/17/2014,19,0.089
1410112,QUEENS,11385,06/13/2014,06/17/2014,3,0.119
1410127,QUEENS,11385,07/09/2014,07/16/2014,9,0.034
1410122,QUEENS,11385,07/13/2014,07/17/2014,5,0.027
1410119,QUEENS,11385,08/15/2014,08/19/2014,5,0.042
15123453,QUEENS,11385,06/06/2015,06/12/2015,10,0.192
15123513,QUEENS,11385,06/07/2015,06/11/2015,16,0.057
15123296,QUEENS,11385,06/11/2015,06/16/2015,6,0.091
15123446,QUEENS,11385,06/11/2015,06/16/2015,3,0.161
15123316,QUEENS,11385,06/11/2015,06/22/2015,7,0.134
15123404,QUEENS,11385,06/20/2015,06/30/2015,12,0.135
15123330,QUEENS,11385,06/22/2015,06/26/2015,6,0.067
15123322,QUEENS,11385,07/31/2015,08/04/2015,3,0.051
16129662,QUEENS,11385,06/05/2016,06/09/2016,2,0.111
16129672,QUEENS,11385,06/05/2016,06/09/2016,7,0.206
16129307,QUEENS,11385,06/06/2016,06/09/2016,7,0.135
16129329,QUEENS,11385,06/12/2016,06/15/2016,6,0.103
16129325,QUEENS,11385,06/12/2016,06/15/2016,11,0.172
16129537,QUEENS,11385,06/16/2016,06/20/2016,7,0.019
16129451,QUEENS,11385,06/17/2016,06/20/2016,15,0.139
16129335,QUEENS,11385,06/28/2016,06/30/2016,8,0.069
16129443,QUEENS,11385,06/30/2016,07/05/2016,3,0.149
16129403,QUEENS,11385,07/09/2016,07/12/2016,7,0.123
16129706,QUEENS,11385,07/26/2016,08/02/2016,2,0.096
16129444,QUEENS,11385,09/27/2016,10/04/2016,5,0.079
17141822,QUEENS,11385,06/07/2017,06/09/2017,5,0.057
17142315,QUEENS,11385,06/07/2017,06/13/2017,3,0.046
17142164,QUEENS,11385,06/07/2017,06/12/2017,6,0.154
17141949,QUEENS,11385,06/08/2017,06/19/2017,4,0.032
17141913,QUEENS,11385,06/11/2017,06/13/2017,7,0.132
17141948,QUEENS,11385,06/11/2017,06/13/2017,3,0.132
17141955,QUEENS,11385,06/13/2017,06/19/2017,14,0.158
17141838,QUEENS,11385,06/14/2017,06/19/2017,9,0.141
17142154,QUEENS,11385,06/19/2017,06/22/2017,2,0.165
17141847,QUEENS,11385,06/27/2017,06/30/2017,7,0.053
17142035,QUEENS,11385,08/15/2017,08/23/2017,10,0.025
17142197,QUEENS,11385,09/30/2017,10/05/2017,1,0.055
1410026,QUEENS,11412,06/18/2014,06/24/2014,1,0.144
1410236,QUEENS,11412,06/25/2014,06/27/2014,1,0.041
1410021,QUEENS,11412,07/24/2014,07/29/2014,2,0.042
15123481,QUEENS,11412,06/05/2015,06/09/2015,40,0.262
15123240,QUEENS,11412,06/15/2015,06/17/2015,2,0.13
15123235,QUEENS,11412,06/18/2015,06/23/2015,0,0.04
15123425,QUEENS,11412,06/27/2015,07/02/2015,2,0.091
16129257,QUEENS,11412,06/07/2016,06/09/2016,1,0.169
16129252,QUEENS,11412,06/11/2016,06/13/2016,0,0.074
16129480,QUEENS,11412,06/14/2016,06/17/2016,1,0.196
16129622,QUEENS,11412,07/01/2016,07/05/2016,2,0.129
16129423,QUEENS,11412,07/01/2016,07/05/2016,3,0.089
16129428,QUEENS,11412,09/28/2016,10/03/2016,4,0.134
17141773,QUEENS,11412,06/07/2017,06/12/2017,0,0.032
17141778,QUEENS,11412,06/08/2017,06/13/2017,2,0.189
17141983,QUEENS,11412,06/09/2017,06/13/2017,0,0.181
17142116,QUEENS,11412,06/20/2017,06/26/2017,2,0.079
1410032,QUEENS,11420,06/11/2014,06/17/2014,0,0.11
15123245,QUEENS,11420,06/07/2015,06/15/2015,0,0.143
16129262,QUEENS,11420,06/09/2016,06/13/2016,0,0.141
16129716,QUEENS,11420,08/05/2016,08/10/2016,2,0.106
17142174,QUEENS,11420,06/07/2017,06/09/2017,10,0.062
17142207,QUEENS,11420,06/20/2017,06/22/2017,1,0.106
1410055,QUEENS,11419,06/09/2014,06/11/2014,5,0.089
1410036,QUEENS,11419,06/12/2014,06/17/2014,2,0.114
1410059,QUEENS,11419,06/13/2014,06/23/2014,7,0.201
15123264,QUEENS,11419,06/05/2015,06/09/2015,3,0.101
15123549,QUEENS,11419,06/05/2015,06/09/2015,0,0.141
15123249,QUEENS,11419,06/06/2015,06/17/2015,0,0.012
15123268,QUEENS,11419,06/19/2015,06/25/2015,3,0.11
16129276,QUEENS,11419,06/06/2016,06/09/2016,5,0.137
16129266,QUEENS,11419,06/08/2016,06/14/2016,0,0.097
16129280,QUEENS,11419,08/04/2016,08/12/2016,3,0.118
17141797,QUEENS,11419,06/07/2017,06/09/2017,0,0.148
17141787,QUEENS,11419,06/09/2017,06/13/2017,0,0.076
15123480,QUEENS,11413,07/14/2015,07/23/2015,0,0.106
151420,QUEENS,11413,09/03/2015,09/11/2015,0,0.05
15123486,QUEENS,11413,09/27/2015,10/01/2015,6,0.089
16129762,QUEENS,11413,06/12/2016,06/16/2016,0,0.073
16129566,QUEENS,11413,06/30/2016,07/01/2016,0,0.114
16129484,QUEENS,11413,08/06/2016,08/16/2016,5,0.09
16129479,QUEENS,11413,09/09/2016,09/12/2016,0,0.133
17141986,QUEENS,11413,06/09/2017,06/14/2017,5,0.132
17142253,QUEENS,11413,06/10/2017,06/14/2017,0,0.145
17142062,QUEENS,11413,08/24/2017,08/25/2017,0,0.115
16129630,QUEENS,11104,06/30/2016,07/06/2016,5,0.082
17142124,QUEENS,11104,06/13/2017,06/19/2017,7,0.141
1410137,QUEENS,11357,06/11/2014,06/13/2014,7,0.123
15123339,QUEENS,11357,06/05/2015,06/09/2015,12,0.121
16129344,QUEENS,11357,06/11/2016,06/15/2016,14,0.158
16129686,QUEENS,11357,07/07/2016,07/12/2016,4,0.113
17141855,QUEENS,11357,06/07/2017,06/09/2017,6,0.153
17142320,QUEENS,11357,06/08/2017,06/13/2017,7,0.159
17142178,QUEENS,11357,09/24/2017,09/27/2017,16,0.197
1410237,QUEENS,11421,06/10/2014,06/13/2014,1,0.095
15123434,QUEENS,11421,06/06/2015,06/11/2015,0,0.081
15123482,QUEENS,11421,06/19/2015,06/23/2015,9,0.175
16129481,QUEENS,11421,06/07/2016,06/09/2016,10,0.199
17141984,QUEENS,11421,06/30/2017,07/05/2017,7,0.169
17141937,QUEENS,11421,07/10/2017,07/12/2017,0,0.088
1410067,QUEENS,11377,06/10/2014,06/17/2014,18,0.103
15123456,QUEENS,11377,06/05/2015,06/09/2015,6,0.125
15123274,QUEENS,11377,06/06/2015,06/11/2015,5,0.173
15123455,QUEENS,11377,06/11/2015,06/16/2015,1,0.065
16129286,QUEENS,11377,06/07/2016,06/13/2016,5,0.333
16129454,QUEENS,11377,06/09/2016,06/14/2016,4,0.104
16129680,QUEENS,11377,06/11/2016,06/14/2016,2,0.116
16129610,QUEENS,11377,06/14/2016,06/23/2016,5,0.214
16129453,QUEENS,11377,06/18/2016,06/20/2016,4,0.079
17142172,QUEENS,11377,06/07/2017,06/13/2017,3,0.05
17141805,QUEENS,11377,06/13/2017,06/15/2017,8,0.185
17142104,QUEENS,11377,06/24/2017,06/26/2017,7,0.186
17141959,QUEENS,11377,07/25/2017,08/01/2017,5,0.145
17141958,QUEENS,11377,08/09/2017,08/15/2017,4,0.083
19161160,STATEN ISLAND,10314,09/30/2019,10/11/2019,28,0.198
18149570,Staten Island,10308,09/29/2018,10/04/2018,0,0.034
18149649,Staten Island,10314,09/29/2018,10/04/2018,0,0.145
18149719,Staten Island,10314,09/30/2018,10/04/2018,3,0.085
18149471,Staten Island,10314,09/22/2018,10/01/2018,0,0.105
18149812,Staten Island,10310,09/26/2018,09/28/2018,2,0.091
18149524,Staten Island,10314,09/23/2018,09/25/2018,0,0.191
18149839,Staten Island,10305,09/19/2018,09/21/2018,1,0.164
17141893,Staten Island,10314,09/08/2018,09/13/2018,5,0.097
18149808,Staten Island,10308,09/10/2018,09/12/2018,0,0.117
18149685,Staten Island,10309,09/06/2018,09/07/2018,1,0.105
18149456,Staten Island,10312,08/31/2018,09/05/2018,0,0.078
18149430,Staten Island,10314,08/30/2018,09/05/2018,0,0.13
18149634,Staten Island,10309,08/26/2018,08/29/2018,0,0.086
18149886,Staten Island,10308,08/22/2018,08/23/2018,0,0.093
18149735,Staten Island,10308,08/22/2018,08/23/2018,1,0.105
18149550,Staten Island,10305,08/17/2018,08/20/2018,0,0.041
18149683,Staten Island,10309,08/12/2018,08/15/2018,0,0.052
18149713,Staten Island,10304,08/01/2018,08/15/2018,0,0.092
18149572,Staten Island,10314,08/09/2018,08/10/2018,3,0.141
18149528,Staten Island,10314,07/24/2018,08/07/2018,1,0.106
18149702,Staten Island,10306,08/01/2018,08/03/2018,0,0.087
18149736,Staten Island,10306,07/28/2018,07/31/2018,8,0.19
18149531,Staten Island,10309,07/28/2018,07/31/2018,0,0.073
18149836,Staten Island,10314,07/23/2018,07/26/2018,2,0.097
18149461,Staten Island,10309,07/24/2018,07/26/2018,3,0.084
18149422,Staten Island,10306,07/22/2018,07/25/2018,4,0.055
18149760,Staten Island,10314,07/11/2018,07/24/2018,4,0.137
18149652,Staten Island,10312,07/19/2018,07/24/2018,0,0.083
18149633,Staten Island,10304,07/18/2018,07/20/2018,57,0.235
18149562,Staten Island,10312,07/15/2018,07/17/2018,1,0.084
18149581,Staten Island,10309,07/12/2018,07/16/2018,1,0.087
18149414,Staten Island,10309,07/06/2018,07/12/2018,5,0.081
18149434,Staten Island,10309,07/10/2018,07/11/2018,1,0.067
18149646,Staten Island,10306,07/07/2018,07/10/2018,0,0.169
18149855,Staten Island,10306,07/09/2018,07/10/2018,0,0.067
18149663,Staten Island,10312,06/29/2018,07/10/2018,24,0.029
18149792,Staten Island,10308,07/07/2018,07/09/2018,0,0.109
18149755,Staten Island,10309,07/06/2018,07/09/2018,0,0.044
18149403,Staten Island,10304,07/03/2018,07/09/2018,18,0.048
18149827,Staten Island,10314,07/03/2018,07/09/2018,0,0.158
18149542,Staten Island,10305,07/06/2018,07/09/2018,0,0.115
18149800,Staten Island,10309,07/03/2018,07/06/2018,0,0.022
18149575,Staten Island,10314,06/30/2018,07/05/2018,0,0.135
18149505,Staten Island,10308,06/28/2018,07/03/2018,0,0.138
18149777,Staten Island,10312,06/29/2018,07/03/2018,0,0.052
18149714,Staten Island,10304,06/29/2018,07/03/2018,0,0.151
18149473,Staten Island,10306,06/28/2018,06/29/2018,0,0.155
18149668,Staten Island,10314,06/27/2018,06/29/2018,2,0.138
18149438,Staten Island,10312,06/20/2018,06/27/2018,2,0.086
18149436,Staten Island,10303,06/21/2018,06/27/2018,2,0.15
18149786,Staten Island,10314,06/24/2018,06/27/2018,2,0.149
18149553,Staten Island,10306,06/24/2018,06/27/2018,0,0.046
18149729,Staten Island,10301,06/24/2018,06/27/2018,0,0.193
18149905,Staten Island,10306,06/21/2018,06/25/2018,1,0.102
18149807,Staten Island,10306,06/20/2018,06/25/2018,1,0.137
18149624,Staten Island,10308,06/20/2018,06/25/2018,0,0.131
18149802,Staten Island,10309,06/20/2018,06/25/2018,40,0.048
18149865,Staten Island,10309,06/20/2018,06/25/2018,0,0.116
18149499,Staten Island,10301,06/17/2018,06/25/2018,4,0.112
18149593,Staten Island,10306,06/22/2018,06/25/2018,0,0.076
18149785,Staten Island,10306,06/18/2018,06/25/2018,1,0.204
18149552,Staten Island,10308,06/21/2018,06/25/2018,12,0.111
18149795,Staten Island,10308,06/19/2018,06/25/2018,0,0.112
18149879,Staten Island,10301,06/19/2018,06/25/2018,21,0.11
18149716,Staten Island,10312,06/19/2018,06/22/2018,1,0.083
18149880,Staten Island,10303,06/18/2018,06/22/2018,0,0.142
18149858,Staten Island,10309,06/17/2018,06/22/2018,1,0.214
18149455,Staten Island,10312,06/17/2018,06/22/2018,2,0.116
18149680,Staten Island,10306,06/16/2018,06/22/2018,2,0.034
18149460,Staten Island,10308,06/16/2018,06/22/2018,2,0.121
18149846,Staten Island,10312,06/13/2018,06/22/2018,0,0.029
18149457,Staten Island,10309,06/16/2018,06/22/2018,0,0.102
18149416,Staten Island,10309,06/13/2018,06/22/2018,0,0.086
18149871,Staten Island,10306,06/18/2018,06/21/2018,0,0.176
18149469,Staten Island,10309,06/14/2018,06/21/2018,1,0.15
18149819,Staten Island,10306,06/14/2018,06/21/2018,0,0.133
18149635,Staten Island,10306,06/16/2018,06/21/2018,0,0.152
18149859,Staten Island,10312,06/16/2018,06/21/2018,2,0.146
18149427,Staten Island,10314,06/13/2018,06/21/2018,0,0.144
18149695,Staten Island,10312,06/17/2018,06/21/2018,0,0.075
18149564,Staten Island,10306,06/16/2018,06/21/2018,0,0.119
18149475,Staten Island,10309,06/17/2018,06/21/2018,0,0.131
18149820,Staten Island,10305,06/15/2018,06/18/2018,5,0.027
18149424,Staten Island,10305,06/10/2018,06/18/2018,1,0.17
18149532,Staten Island,10312,06/14/2018,06/18/2018,0,0.021
18149654,Staten Island,10308,06/15/2018,06/18/2018,1,0.164
18149740,Staten Island,10301,06/15/2018,06/18/2018,12,0.229
18149472,Staten Island,10309,06/15/2018,06/18/2018,0,0.092
18149771,Staten Island,10309,06/10/2018,06/15/2018,0,0.163
18149643,Staten Island,10306,06/11/2018,06/15/2018,3,0.178
18149797,Staten Island,10306,06/13/2018,06/15/2018,0,0.13
18149507,Staten Island,10314,06/13/2018,06/15/2018,0,0.111
18149682,Staten Island,10314,06/11/2018,06/15/2018,4,0.126
18149508,Staten Island,10308,06/13/2018,06/15/2018,0,0.103
18149636,Staten Island,10312,06/12/2018,06/15/2018,0,0.111
18149853,Staten Island,10314,06/07/2018,06/15/2018,0,0.096
18149560,Staten Island,10309,06/12/2018,06/15/2018,2,0.15
18149862,Staten Island,10308,06/12/2018,06/15/2018,0,0.115
18149513,Staten Island,10309,06/12/2018,06/15/2018,7,0.126
18149749,Staten Island,10312,06/13/2018,06/15/2018,0,0.124
18149579,Staten Island,10308,06/12/2018,06/15/2018,0,0.174
18149465,Staten Island,10312,06/08/2018,06/14/2018,0,0.024
18149567,Staten Island,10310,06/13/2018,06/13/2018,1,0.165
18149607,Staten Island,10309,06/10/2018,06/13/2018,0,0.168
18149699,Staten Island,10308,06/12/2018,06/13/2018,0,0.073
18149437,Staten Island,10306,06/10/2018,06/13/2018,0,0.145
18149578,Staten Island,10309,06/11/2018,06/13/2018,1,0.067
18149379,Staten Island,10307,06/10/2018,06/13/2018,0,0.185
18149413,Staten Island,10309,06/11/2018,06/13/2018,0,0.055
18149796,Staten Island,10308,06/09/2018,06/13/2018,0,0.168
18149477,Staten Island,10314,06/08/2018,06/12/2018,0,0.021
18149576,Staten Island,10303,06/07/2018,06/12/2018,0,0.178
18149591,Staten Island,10312,06/07/2018,06/12/2018,3,0.144
18149882,Staten Island,10309,06/07/2018,06/12/2018,0,0.044
18149431,Staten Island,10305,06/08/2018,06/12/2018,5,0.125
18149774,Staten Island,10309,06/08/2018,06/12/2018,10,0.142
18149551,Staten Island,10308,06/09/2018,06/12/2018,0,0.144
18149419,Staten Island,10314,06/10/2018,06/12/2018,0,0.16
18149782,Staten Island,10309,06/10/2018,06/12/2018,1,0.117
18149574,Staten Island,10309,06/08/2018,06/12/2018,15,0.301
18149415,Staten Island,10309,06/09/2018,06/12/2018,0,0.096
18149629,Staten Island,10308,06/10/2018,06/12/2018,0,0.111
18149766,Staten Island,10308,06/10/2018,06/12/2018,0,0.052
18149556,Staten Island,10308,06/09/2018,06/12/2018,0,0.124
18149474,Staten Island,10309,06/09/2018,06/12/2018,2,0.141
18149425,Staten Island,10309,06/07/2018,06/12/2018,0,0.172
18149852,Staten Island,10306,06/06/2018,06/12/2018,277,0.16
18149426,Staten Island,10304,06/10/2018,06/12/2018,48,0.184
18149585,Staten Island,10304,06/08/2018,06/12/2018,0,0.054
18149861,Staten Island,10305,06/08/2018,06/12/2018,0,0.114
18149857,Staten Island,10309,06/11/2018,06/12/2018,51,0.124
18149814,Staten Island,10314,06/11/2018,06/12/2018,1,0.109
18149458,Staten Island,10312,06/09/2018,06/12/2018,1,0.131
18149462,Staten Island,10312,06/09/2018,06/12/2018,0,0.104
18149679,Staten Island,10305,06/08/2018,06/12/2018,0,0.127
18149357,Staten Island,10308,06/09/2018,06/12/2018,1,0.157
18149763,Staten Island,10312,06/09/2018,06/12/2018,0,0.081
18149518,Staten Island,10306,06/11/2018,06/12/2018,5,0.109
18149371,Staten Island,10314,06/08/2018,06/12/2018,0,0.137
18149480,Staten Island,10312,06/07/2018,06/11/2018,4,0.178
18149841,Staten Island,10310,06/07/2018,06/11/2018,4,0.127
18149660,Staten Island,10306,06/07/2018,06/11/2018,0,0.168
18149881,Staten Island,10312,06/08/2018,06/11/2018,0,0.06
18149720,Staten Island,10314,06/06/2018,06/11/2018,0,0.097
18149452,Staten Island,10312,06/07/2018,06/11/2018,1,0.102
18149433,Staten Island,10309,06/08/2018,06/11/2018,0,0.15
18149815,Staten Island,10312,06/07/2018,06/11/2018,2,0.193
18149541,Staten Island,10309,06/07/2018,06/11/2018,0,0.18
18149420,Staten Island,10307,06/08/2018,06/11/2018,8,0.059
18149597,Staten Island,10306,06/07/2018,06/11/2018,0,0.129
18149356,Staten Island,10306,06/07/2018,06/11/2018,0,0.11
18149872,Staten Island,10306,06/07/2018,06/11/2018,0,0.131
18149645,Staten Island,10314,06/06/2018,06/11/2018,0,0.027
18149866,Staten Island,10312,06/08/2018,06/11/2018,3,0.125
18149598,Staten Island,10314,06/07/2018,06/11/2018,1,0.112
18149753,Staten Island,10306,06/08/2018,06/11/2018,0,0.063
18149523,Staten Island,10306,06/07/2018,06/11/2018,0,0.13
18149653,Staten Island,10312,06/06/2018,06/11/2018,2,0.171
18149612,Staten Island,10312,06/07/2018,06/11/2018,3,0.16
18149667,Staten Island,10309,06/08/2018,06/11/2018,0,0.082
18149806,Staten Island,10309,06/07/2018,06/11/2018,0,0.107
